hannah_robot_kinetic,hannah_human_kinetic,tracy_robot_kinetic,tracy_human_kinetic,hannah_robot_effort,hannah_human_effort,tracy_robot_effort,tracy_human_effort
0.6350,0.6727,0.0000,0.0000,11.1458,41.5968,0.0000,0.0000
0.5696,0.5994,0.0000,0.0000,11.2649,40.3897,0.0000,0.0000
0.5086,0.5381,0.0000,0.0000,11.0701,39.0693,0.0000,0.0000
0.4551,0.4771,0.0000,0.0000,10.7783,37.3193,0.0000,0.0000
0.4019,0.4228,0.0000,0.0000,10.2283,35.2654,0.0000,0.0000
0.4775,0.4982,0.0000,0.0000,7.8568,32.5630,0.0000,0.0000
0.5696,0.5897,0.0000,0.0000,8.5827,36.9145,0.0000,0.0000
0.6349,0.6600,0.0000,0.0000,9.6867,40.6529,0.0000,0.0000
0.6551,0.6818,0.0000,0.0000,10.1312,41.8771,0.0000,0.0000
0.6663,0.6949,0.0000,0.0000,10.7915,43.1102,0.0000,0.0000
0.6531,0.6809,0.0000,0.0000,10.9983,42.9985,0.0000,0.0000
0.6317,0.6580,0.0000,0.0000,10.9979,42.5487,0.0000,0.0000
0.6074,0.6300,0.0000,0.0000,10.8589,41.6525,0.0000,0.0000
0.5754,0.5968,0.0000,0.0000,10.4779,40.2111,0.0000,0.0000
0.6377,0.6571,0.0000,0.0000,7.8946,31.9484,0.0000,0.0000
0.6922,0.7109,0.0000,0.0000,8.1001,32.4418,0.0000,0.0000
0.7199,0.7404,0.0000,0.0000,8.3367,32.6993,0.0000,0.0000
0.7321,0.7532,0.0000,0.0000,8.6942,33.4435,0.0000,0.0000
0.7310,0.7519,0.0000,0.0000,8.9158,34.0362,0.0000,0.0000
0.7221,0.7420,0.0000,0.0000,8.9964,34.0793,0.0000,0.0000
0.7092,0.7268,0.0000,0.0000,9.0673,33.7744,0.0000,0.0000
0.6583,0.6719,0.0000,0.0000,8.6234,31.1163,0.0000,0.0000
0.6583,0.6719,0.0000,0.0000,8.6234,31.1163,0.0000,0.0000
0.6353,0.6474,0.0000,0.0000,8.3104,30.2404,0.0000,0.0000
0.6410,0.6525,0.0000,0.0000,7.5889,31.7604,0.0000,0.0000
0.6531,0.6650,0.0000,0.0000,7.4709,32.1282,0.0000,0.0000
0.6515,0.6642,0.0000,0.0000,7.3530,31.8676,0.0000,0.0000
0.6373,0.6506,0.0000,0.0000,7.3568,31.6148,0.0000,0.0000
0.6124,0.6243,0.0000,0.0000,7.3521,31.5014,0.0000,0.0000
0.5796,0.5926,0.0000,0.0000,7.2450,31.0717,0.0000,0.0000
0.3895,0.4018,0.0000,0.0000,9.2747,41.0193,0.0000,0.0000
0.3149,0.3251,0.0000,0.0000,8.2833,36.8886,0.0000,0.0000
0.2426,0.2506,0.0000,0.0000,7.1193,31.9228,0.0000,0.0000
0.2285,0.2269,0.0000,0.0000,9.9678,31.0728,0.0000,0.0000
0.2503,0.2508,0.0000,0.0000,9.7477,30.0609,0.0000,0.0000
0.4264,0.4373,0.0000,0.0000,7.3597,22.4127,0.0000,0.0000
0.5413,0.5477,0.0000,0.0000,5.7174,19.6566,0.0000,0.0000
0.6275,0.6435,0.0000,0.0000,4.3600,17.8817,0.0000,0.0000
0.6937,0.7069,0.0000,0.0000,4.2731,18.6121,0.0000,0.0000
0.7600,0.7775,0.0000,0.0000,4.8802,22.2877,0.0000,0.0000
0.7638,0.7823,0.0000,0.0000,5.3935,24.3682,0.0000,0.0000
0.7516,0.7712,0.0000,0.0000,5.8239,25.7884,0.0000,0.0000
0.9945,0.9892,0.0000,0.0000,25.0635,76.4670,0.0000,0.0000
1.2931,1.3227,0.0000,0.0000,22.9915,72.8309,0.0000,0.0000
1.8593,1.9003,0.0000,0.0000,13.1409,44.6757,0.0000,0.0000
2.0039,2.0478,0.0000,0.0000,8.9851,32.3562,0.0000,0.0000
2.0959,2.1324,0.0000,0.0000,6.3539,24.3529,0.0000,0.0000
2.1741,2.2184,0.0000,0.0000,4.1119,19.7978,0.0000,0.0000
2.1712,2.2167,0.0000,0.0000,6.4470,24.0360,0.0000,0.0000
2.1072,2.1634,0.0000,0.0000,9.0602,28.0048,0.0000,0.0000
2.0227,2.0639,0.0000,0.0000,11.0308,32.9134,0.0000,0.0000
1.9468,1.9859,0.0000,0.0000,11.8170,35.3520,0.0000,0.0000
2.6192,2.6680,0.0000,0.0000,14.6787,63.3160,0.0000,0.0000
2.8006,2.8410,0.0000,0.0000,6.4288,35.3635,0.0000,0.0000
2.9160,2.9636,0.0000,0.0000,3.6392,23.2581,0.0000,0.0000
2.9693,3.0240,0.0000,0.0000,7.9122,20.6579,0.0000,0.0000
2.9048,2.9571,0.0000,0.0000,11.2461,25.7128,0.0000,0.0000
2.6049,2.6642,0.0000,0.0000,15.6928,43.5856,0.0000,0.0000
2.3421,2.3979,0.0000,0.0000,17.0841,51.1941,0.0000,0.0000
2.1941,2.2302,0.0000,0.0000,8.4398,39.1660,0.0000,0.0000
2.2904,2.3216,0.0000,0.0000,10.2137,32.0610,0.0000,0.0000
2.3258,2.3591,0.0000,0.0000,10.9201,28.1916,0.0000,0.0000
2.3995,2.4427,0.0000,0.0000,12.5878,22.2725,0.0000,0.0000
2.3664,2.4161,0.0000,0.0000,12.7895,30.5159,0.0000,0.0000
2.2666,2.3194,0.0000,0.0000,13.6260,37.1288,0.0000,0.0000
2.0984,2.1408,0.0000,0.0000,14.0121,41.2585,0.0000,0.0000
1.8737,1.9246,0.0000,0.0000,13.7638,43.7743,0.0000,0.0000
1.6364,1.6833,0.0000,0.0000,13.0272,46.9966,0.0000,0.0000
1.1571,1.1795,0.0000,0.0000,10.8423,45.1227,0.0000,0.0000
1.1571,1.1795,0.0000,0.0000,10.8423,45.1227,0.0000,0.0000
1.1764,1.1954,0.0000,0.0000,5.6472,30.0268,0.0000,0.0000
1.2659,1.2939,0.0000,0.0000,3.3310,15.2152,0.0000,0.0000
1.2779,1.3108,0.0000,0.0000,3.2237,11.7135,0.0000,0.0000
1.2276,1.2606,0.0000,0.0000,3.9794,14.1108,0.0000,0.0000
1.1330,1.1708,0.0000,0.0000,4.2518,17.6922,0.0000,0.0000
0.9954,1.0316,0.0000,0.0000,5.0245,22.1025,0.0000,0.0000
0.8744,0.9001,0.0000,0.0000,5.2037,23.3357,0.0000,0.0000
0.7489,0.7711,0.0000,0.0000,5.1174,23.2888,0.0000,0.0000
0.6121,0.6380,0.0000,0.0000,4.7561,22.1249,0.0000,0.0000
0.4862,0.5076,0.0000,0.0000,4.2214,19.9775,0.0000,0.0000
0.3892,0.4027,0.0000,0.0000,9.2814,22.9141,0.0000,0.0000
0.3803,0.3953,0.0000,0.0000,7.3446,18.6729,0.0000,0.0000
0.3803,0.3901,0.0000,0.0000,7.3446,14.8831,0.0000,0.0000
0.3721,0.3892,0.0000,0.0000,5.4742,11.3262,0.0000,0.0000
0.3613,0.3799,0.0000,0.0000,3.9260,11.3262,0.0000,0.0000
0.3357,0.3554,0.0000,0.0000,2.3268,8.4342,0.0000,0.0000
0.2709,0.2892,0.0000,0.0000,1.9207,8.3213,0.0000,0.0000
0.2377,0.2544,0.0000,0.0000,1.9651,8.0887,0.0000,0.0000
0.2790,0.2938,0.0000,0.0000,9.5496,26.3883,0.0000,0.0000
0.3545,0.3797,0.0000,0.0000,7.8176,21.4004,0.0000,0.0000
0.3545,0.3797,0.0000,0.0000,7.8176,21.4004,0.0000,0.0000
0.4221,0.4479,0.0000,0.0000,5.7029,15.5367,0.0000,0.0000
0.4841,0.5149,0.0000,0.0000,2.6546,10.7866,0.0000,0.0000
0.5032,0.5356,0.0000,0.0000,1.6457,8.3228,0.0000,0.0000
0.5005,0.5328,0.0000,0.0000,2.3092,8.5830,0.0000,0.0000
0.4749,0.5053,0.0000,0.0000,3.2294,9.2364,0.0000,0.0000
0.3881,0.4114,0.0000,0.0000,4.1816,9.3519,0.0000,0.0000
0.3395,0.3588,0.0000,0.0000,4.1347,9.6288,0.0000,0.0000
0.3320,0.3388,0.0000,0.0000,16.9018,38.9900,0.0000,0.0000
0.5111,0.5274,0.0000,0.0000,14.9943,33.9139,0.0000,0.0000
0.7770,0.8123,0.0000,0.0000,6.9641,16.3857,0.0000,0.0000
0.8314,0.8716,0.0000,0.0000,3.7003,9.7988,0.0000,0.0000
0.8441,0.8866,0.0000,0.0000,1.6664,3.8904,0.0000,0.0000
0.8142,0.8545,0.0000,0.0000,3.4069,8.5678,0.0000,0.0000
0.8142,0.8545,0.0000,0.0000,3.4069,8.5678,0.0000,0.0000
0.7473,0.7877,0.0000,0.0000,5.0104,12.5270,0.0000,0.0000
0.6378,0.6728,0.0000,0.0000,6.1307,15.4513,0.0000,0.0000
0.5578,0.5885,0.0000,0.0000,6.2689,15.9899,0.0000,0.0000
0.5241,0.5306,0.0000,0.0000,17.8961,44.1017,0.0000,0.0000
0.7761,0.8048,0.0000,0.0000,13.6672,34.5271,0.0000,0.0000
1.0321,1.0684,0.0000,0.0000,8.0614,21.1030,0.0000,0.0000
1.1438,1.1832,0.0000,0.0000,4.2403,11.2227,0.0000,0.0000
1.1838,1.2249,0.0000,0.0000,1.1832,3.2832,0.0000,0.0000
1.1838,1.2249,0.0000,0.0000,1.1832,3.2832,0.0000,0.0000
1.1454,1.1876,0.0000,0.0000,3.5197,9.8715,0.0000,0.0000
1.0247,1.0589,0.0000,0.0000,5.7030,16.1306,0.0000,0.0000
0.9116,0.9419,0.0000,0.0000,6.3100,17.9813,0.0000,0.0000
0.7570,0.7902,0.0000,0.0000,6.4362,18.5149,0.0000,0.0000
0.4867,0.5034,0.0000,0.0000,9.0237,17.7197,0.0000,0.0000
0.6076,0.6299,0.0000,0.0000,6.7606,14.4447,0.0000,0.0000
0.6699,0.7002,0.0000,0.0000,4.9764,10.4022,0.0000,0.0000
0.7208,0.7610,0.0000,0.0000,2.4353,5.4060,0.0000,0.0000
0.7208,0.7610,0.0000,0.0000,2.4353,5.4060,0.0000,0.0000
0.7199,0.7634,0.0000,0.0000,1.8411,5.2677,0.0000,0.0000
0.6872,0.7334,0.0000,0.0000,3.1608,7.9010,0.0000,0.0000
0.6211,0.6623,0.0000,0.0000,4.1307,10.8372,0.0000,0.0000
0.5441,0.5859,0.0000,0.0000,4.5474,12.0973,0.0000,0.0000
0.3716,0.4019,0.0000,0.0000,4.0574,10.9890,0.0000,0.0000
0.2807,0.3049,0.0000,0.0000,2.4042,9.3985,0.0000,0.0000
0.2807,0.3049,0.0000,0.0000,2.4042,9.3985,0.0000,0.0000
0.8876,0.9321,0.0000,0.0000,17.4509,45.2588,0.0000,0.0000
1.1295,1.1681,0.0000,0.0000,13.3531,36.1132,0.0000,0.0000
1.3035,1.3508,0.0000,0.0000,8.8669,26.0527,0.0000,0.0000
1.4437,1.4986,0.0000,0.0000,2.6265,11.4119,0.0000,0.0000
1.4751,1.5339,0.0000,0.0000,2.3031,5.7609,0.0000,0.0000
1.5481,1.5628,0.0000,0.0000,54.5993,126.1867,0.0000,0.0000
1.8926,1.8777,0.0000,0.0000,57.3172,128.6091,0.0000,0.0000
2.7856,2.8619,0.0000,0.0000,46.3945,106.0273,0.0000,0.0000
3.2342,3.3392,0.0000,0.0000,31.4561,72.9511,0.0000,0.0000
3.2342,3.3392,0.0000,0.0000,31.4561,72.9511,0.0000,0.0000
3.5465,3.6879,0.0000,0.0000,13.1427,32.5730,0.0000,0.0000
3.2186,3.3155,0.0000,0.0000,21.5796,91.1971,0.0000,0.0000
3.1010,3.2010,0.0000,0.0000,26.0419,89.2500,0.0000,0.0000
2.9186,3.0161,0.0000,0.0000,28.7500,93.3027,0.0000,0.0000
2.7487,2.8425,0.0000,0.0000,30.0676,93.8654,0.0000,0.0000
3.3463,3.3716,0.0000,0.0000,120.3075,345.8215,0.0000,0.0000
4.3801,4.4457,0.0000,0.0000,108.5041,339.4925,0.0000,0.0000
5.8235,5.9800,0.0000,0.0000,44.2960,191.5363,0.0000,0.0000
5.7289,5.8831,0.0000,0.0000,49.4917,189.0603,0.0000,0.0000
5.7289,5.8831,0.0000,0.0000,49.4917,189.0603,0.0000,0.0000
5.2313,5.3723,0.0000,0.0000,57.0760,189.6060,0.0000,0.0000
4.7385,4.8670,0.0000,0.0000,60.2614,186.4263,0.0000,0.0000
3.9768,4.1275,0.0000,0.0000,61.4214,177.2945,0.0000,0.0000
2.5814,2.6532,0.0000,0.0000,54.8231,148.6394,0.0000,0.0000
1.9974,2.0531,0.0000,0.0000,28.8263,129.2774,0.0000,0.0000
2.3405,2.3942,0.0000,0.0000,74.3168,200.1849,0.0000,0.0000
2.5862,2.6593,0.0000,0.0000,61.3676,176.5551,0.0000,0.0000
2.7357,2.8264,0.0000,0.0000,46.3634,153.0406,0.0000,0.0000
2.6838,2.7899,0.0000,0.0000,37.2002,140.7356,0.0000,0.0000
2.5529,2.6589,0.0000,0.0000,42.7562,153.9807,0.0000,0.0000
2.3280,2.4290,0.0000,0.0000,46.5105,162.2025,0.0000,0.0000
2.3280,2.4290,0.0000,0.0000,46.5105,162.2025,0.0000,0.0000
2.1236,2.2180,0.0000,0.0000,48.0075,164.5460,0.0000,0.0000
1.8788,1.9642,0.0000,0.0000,47.1340,161.9273,0.0000,0.0000
2.0554,2.1018,0.0000,0.0000,99.8672,242.5215,0.0000,0.0000
2.5434,2.6209,0.0000,0.0000,90.3813,242.2688,0.0000,0.0000
2.9392,3.0477,0.0000,0.0000,72.1542,225.6345,0.0000,0.0000
2.9392,3.0477,0.0000,0.0000,72.1542,225.6345,0.0000,0.0000
3.1484,3.2768,0.0000,0.0000,56.2745,212.6042,0.0000,0.0000
3.2476,3.3899,0.0000,0.0000,39.6621,189.0620,0.0000,0.0000
3.0859,3.2334,0.0000,0.0000,53.2280,203.7990,0.0000,0.0000
2.8639,2.9923,0.0000,0.0000,56.7216,205.8021,0.0000,0.0000
2.6667,2.7855,0.0000,0.0000,57.0344,201.6581,0.0000,0.0000
2.3677,2.4885,0.0000,0.0000,54.8306,192.3470,0.0000,0.0000
2.4120,2.4856,0.0000,0.0000,107.0804,262.6634,0.0000,0.0000
2.8539,2.9798,0.0000,0.0000,96.5655,267.1308,0.0000,0.0000
3.2438,3.3717,0.0000,0.0000,77.9974,231.5207,0.0000,0.0000
3.5168,3.6737,0.0000,0.0000,41.7440,200.4400,0.0000,0.0000
3.4376,3.5961,0.0000,0.0000,50.7120,213.4867,0.0000,0.0000
3.2531,3.4051,0.0000,0.0000,58.6680,220.8488,0.0000,0.0000
3.2531,3.4051,0.0000,0.0000,58.6680,220.8488,0.0000,0.0000
3.0283,3.1725,0.0000,0.0000,65.1818,224.7307,0.0000,0.0000
2.7815,2.8981,0.0000,0.0000,67.1081,221.2103,0.0000,0.0000
2.2953,2.4049,0.0000,0.0000,63.8006,203.3643,0.0000,0.0000
2.6642,2.7408,0.0000,0.0000,99.1148,266.1979,0.0000,0.0000
3.1065,3.2105,0.0000,0.0000,81.3863,253.4037,0.0000,0.0000
3.4540,3.6003,0.0000,0.0000,61.9328,236.1743,0.0000,0.0000
3.6206,3.7705,0.0000,0.0000,39.9431,201.8027,0.0000,0.0000
3.6206,3.7705,0.0000,0.0000,39.9431,201.8027,0.0000,0.0000
3.5805,3.7364,0.0000,0.0000,51.7552,211.0231,0.0000,0.0000
3.4189,3.5722,0.0000,0.0000,63.1600,221.6986,0.0000,0.0000
3.1733,3.3198,0.0000,0.0000,69.1125,227.1365,0.0000,0.0000
2.7167,2.8263,0.0000,0.0000,71.0138,221.0726,0.0000,0.0000
2.5160,2.6351,0.0000,0.0000,69.2067,215.0709,0.0000,0.0000
2.5349,2.6044,0.0000,0.0000,87.9515,237.8932,0.0000,0.0000
3.0446,3.1462,0.0000,0.0000,71.9856,228.7775,0.0000,0.0000
3.5672,3.7176,0.0000,0.0000,33.1164,171.4750,0.0000,0.0000
3.5470,3.7069,0.0000,0.0000,47.2135,182.7207,0.0000,0.0000
