hannah_robot_kinetic,hannah_human_kinetic,tracy_robot_kinetic,tracy_human_kinetic,hannah_robot_effort,hannah_human_effort,tracy_robot_effort,tracy_human_effort
0.3257,0.3535,0.0000,0.0000,1.0785,4.1032,0.0000,0.0000
0.3290,0.3577,0.0000,0.0000,0.8294,2.6528,0.0000,0.0000
0.3202,0.3485,0.0000,0.0000,0.8415,2.9723,0.0000,0.0000
0.2937,0.3201,0.0000,0.0000,1.0133,4.0585,0.0000,0.0000
0.2667,0.2892,0.0000,0.0000,1.0982,4.6123,0.0000,0.0000
0.2364,0.2582,0.0000,0.0000,1.1205,4.8131,0.0000,0.0000
0.1973,0.2158,0.0000,0.0000,1.0977,4.7363,0.0000,0.0000
0.2248,0.2271,0.0000,0.0000,4.9589,19.1399,0.0000,0.0000
0.2859,0.2989,0.0000,0.0000,4.9952,20.3714,0.0000,0.0000
0.5250,0.5576,0.0000,0.0000,3.6593,14.9829,0.0000,0.0000
0.5250,0.5576,0.0000,0.0000,3.6593,14.9829,0.0000,0.0000
0.6196,0.6527,0.0000,0.0000,2.3893,9.5262,0.0000,0.0000
0.6575,0.6943,0.0000,0.0000,1.0797,3.8984,0.0000,0.0000
0.6544,0.6925,0.0000,0.0000,0.8759,4.0581,0.0000,0.0000
0.6210,0.6583,0.0000,0.0000,1.4285,6.4423,0.0000,0.0000
0.5626,0.5942,0.0000,0.0000,1.9495,8.8448,0.0000,0.0000
0.4950,0.5270,0.0000,0.0000,2.2068,10.0603,0.0000,0.0000
0.4950,0.4505,0.0000,0.0000,2.2981,10.3860,0.0000,0.0000
0.6754,0.7171,0.0000,0.0000,12.8641,55.2099,0.0000,0.0000
1.0407,1.1094,0.0000,0.0000,10.8195,48.3447,0.0000,0.0000
1.2645,1.3508,0.0000,0.0000,8.5840,39.3889,0.0000,0.0000
1.4884,1.5936,0.0000,0.0000,5.4801,25.3391,0.0000,0.0000
1.6173,1.7359,0.0000,0.0000,3.3438,14.3846,0.0000,0.0000
